C,C#,D,Eb,E,F,F#,G,G#,A,Bb,B,key,file_name
1208.789467,225.2171397,107.5130338,120.2441499,199.2477061,564.6887453,13180.05026,553.4816857,1586.404611,4671.357187,331.9280227,578.7975507,A minor,3523229.LOFI.mp3
676.1834943,437.7901128,1389.770621,1985.397023,2232.231664,668.692742,330.4044578,375.1011464,1018.949443,643.1530411,834.9582588,694.9726851,E minor,3602282.LOFI.mp3
1629.696913,6865.10949,789.5316887,13409.402,1365.807205,250.1500349,5366.277016,917.9431296,4598.350098,1372.860452,2419.626706,9111.031597,B major,5073839.LOFI.mp3
118.8058172,87.98533601,147.6299611,96.14520767,573.5333401,146.2239367,294.2676572,95.33117179,60.42463777,93.41773379,42.63794841,160.8990309,A major,2666332.LOFI.mp3
1855.194369,87.36236075,3262.161162,1970.1045,474.0778689,6445.925364,633.5895947,7826.698395,1772.920198,2393.852796,4713.767179,707.7314306,G minor,4965571.LOFI.mp3
2865.602577,980.4386937,1448.221319,3883.754159,9317.874956,23202.95346,5481.384858,4695.480146,13174.09687,4421.927536,5020.015301,7601.53477,F minor,4970082.LOFI.mp3
609.3939634,1049.467104,1528.247664,2468.387319,830.3143642,3521.794536,6470.577732,9438.088848,5173.814122,2269.192716,9671.510123,1954.113803,Bb minor,5009084.LOFI.mp3
479.3886821,236.1459407,2231.14065,158.1210608,23.75845859,204.1846652,36.35755209,621.2416241,50.97068644,532.8232571,865.3278579,63.84532455,C minor,4824580.LOFI.mp3
723.5014318,23.69624639,2858.231126,86.18082545,916.3512782,167.8971968,526.8416336,1193.958316,104.4792304,2285.58269,45.74954709,344.9291032,G major,1037507.LOFI.mp3
2953.259182,3848.076811,2510.127891,4743.55808,2707.037042,10548.97391,926.1566391,784.1910096,1833.193704,5674.210258,6461.612665,4263.617524,E minor,2081732.LOFI.mp3
1678.290342,768.4515709,790.4043721,914.2033721,1007.727939,3247.663639,1447.042303,682.0827205,1828.63091,1850.1257,2103.025154,497.8720554,F minor,61415.LOFI.mp3
1621.986013,646.8133883,425.6830828,273.7968294,642.2717831,2125.250282,2108.572861,15771.37504,14857.7717,7574.933943,11271.43923,6827.127492,A minor,3232851.LOFI.mp3
607.119568,414.7205028,887.003741,580.8023601,1245.043188,4260.004963,6268.483462,8140.112125,13590.43773,3166.201746,1474.686865,643.2073733,D minor,4983645.LOFI.mp3
1110.647022,704.9753834,5840.540034,2098.425506,27468.85743,12672.65754,3943.469182,3716.02869,930.6023143,944.7591213,305.5557386,2115.21396,E minor,3363196.LOFI.mp3
151.160113,18.88922262,470.6888657,10.83262281,202.5470498,122.317126,1062.776418,3642.786081,1153.161878,5003.254071,1021.768169,3443.954443,B minor,3633852.LOFI.mp3
1444.889083,2212.610961,787.245666,723.0008208,2233.391689,533.7503729,2051.479551,980.1988344,3001.618767,5562.976779,1344.748133,3926.562341,A major,4666417.LOFI.mp3
798.8482108,489.2349981,1955.901396,6262.349673,5338.717309,2630.042188,803.4664943,437.7295807,1286.648618,1016.359899,845.3177851,518.2171845,Eb minor,4735775.LOFI.mp3
2039.022443,596.4073048,2034.643659,4604.802398,3665.715753,7944.965035,2823.117827,8215.57078,3136.494555,1380.225462,5422.58853,939.7098044,G minor,4755348.LOFI.mp3
6350.411847,5045.283996,1236.82949,848.7218147,3378.263474,6048.048777,2776.737474,1588.545842,438.771619,508.4562243,582.6967176,3294.250974,A minor,1990297.LOFI.mp3
49.43746122,105.042166,12.67096184,440.4074854,9.608978824,97.16305989,269.3347453,233.872025,603.3574749,658.9451178,1315.827572,212.7369368,Bb minor,1950170.LOFI.mp3
410.6998633,1413.411535,1020.34867,5433.658918,778.9011435,2767.834371,10101.86634,4787.153367,3623.660349,1603.530057,2360.865352,386.0472682,Eb minor,3642384.LOFI.mp3
6116.980827,482.5006164,947.9880002,132.5474451,7892.895517,1594.238823,3020.57138,6633.201107,2766.261727,1864.579448,510.7545811,1946.652381,C major,4173942.LOFI.mp3
111.4153147,46.37994358,30.58044321,145.0233851,60.78164632,673.5541595,2074.52423,3161.311724,3555.939886,778.4179567,5176.465639,336.7458083,Bb minor,822664.LOFI.mp3
154.1435384,115.4399788,146.9641634,287.3007097,1581.659015,341.9872953,200.7685034,2331.298911,2116.395632,8559.003889,1920.490384,629.8419196,A minor,1695408.LOFI.mp3
147.802769,89.79786514,865.091104,824.4995505,7330.556724,342.3514702,370.2801562,3465.172118,1688.257684,777.7021189,506.1468603,243.5288812,E minor,4327665.LOFI.mp3
132.5582577,113.9842842,717.3421729,1004.887658,115.1029227,617.3480168,4206.826394,18543.72455,2848.277733,425.1322199,413.6461121,300.1852002,G minor,3339291.LOFI.mp3
524.2635874,1501.683917,1259.639923,419.7534308,2352.629141,7554.071285,34892.17358,3696.522218,7849.489588,2639.516925,2649.016241,1137.967321,Gb major,4873286.LOFI.mp3
60.810837,126.1725199,270.2903701,1401.235249,10833.21092,3371.145727,404.4178385,149.6998075,627.0830575,8168.075492,1578.092756,436.2903754,E major,846900.LOFI.mp3
2793.135587,1221.913449,2297.155295,884.4554768,368.1185545,416.0437007,472.254152,1550.92162,1838.003776,1359.001284,560.1218191,222.9454559,D minor,423054.LOFI.mp3
130.5305643,162.0652881,175.1997683,2078.682825,977.934949,1939.025218,38676.16145,62672.13924,5722.57947,1926.171582,1199.984841,226.2684263,Eb minor,4366506.LOFI.mp3
4370.890066,821.9320333,161.4450463,267.0290429,817.00603,9483.68019,1201.372886,830.0140866,634.216853,607.2891181,1560.089484,1182.261323,F minor,3377323.LOFI.mp3
2804.897826,5439.183809,4691.987142,3240.61652,2794.744482,2911.608475,3170.69439,4624.422168,1682.127538,2853.483166,2078.591426,4935.533998,B minor,1034795.LOFI.mp3
504.1894614,1027.706677,782.7343343,601.9697772,2001.222225,1067.13214,2648.541816,1274.482434,1761.109736,10024.07816,844.1317907,3991.114006,A minor,671546.LOFI.mp3
6269.26245,707.6320087,682.327521,824.4183956,481.5223606,1266.013768,1923.676816,9015.835374,1345.374924,931.9428774,3465.690005,910.8790987,G minor,3625788.LOFI.mp3
298.002667,106.0172945,45.31529404,40.4438739,88.25891084,112.2245531,122.697454,368.8294178,306.761584,1017.378444,149.2368796,314.7210381,A minor,1056896.LOFI.mp3
227.6247435,339.8071914,433.9341838,2032.218954,863.8142505,1644.319845,1524.037959,1727.383392,1523.261104,1227.429244,696.3803017,483.2211076,Eb minor,3706570.LOFI.mp3
2207.034884,692.7339316,656.2135448,685.4376781,1576.179629,606.9735709,21885.45721,64084.93391,6822.022557,1524.139898,11933.31153,1359.155733,G minor,2725290.LOFI.mp3
124.5301006,528.3309585,1241.374529,1072.563722,891.3446733,1209.810472,1376.751817,1322.893394,2666.79974,1678.651667,1292.876722,80.04185357,D minor,3826491.LOFI.mp3
4629.168632,1722.429056,12572.85966,24492.7498,8517.351886,2614.865964,1435.739364,979.2646335,585.9509623,511.4621412,1473.964268,1108.788125,Eb minor,3409548.LOFI.mp3
545.3612583,58.97390609,590.3173045,757.9882923,429.4982931,1764.298901,2953.519304,13051.6422,6542.718229,3146.442986,3242.524273,387.9968156,G minor,2075331.LOFI.mp3
478.4532915,23.97086439,228.7717432,206.6359926,4418.266945,4665.779704,695.0815899,1286.522492,1149.583581,4998.106335,644.5326139,2152.463746,A minor,1981501.LOFI.mp3
229.4910121,166.0800877,135.2483146,768.8969308,390.9800769,246.8614642,473.4520682,4311.527029,39979.16073,4823.075686,1047.543888,635.8242015,Ab minor,4615188.LOFI.mp3
434.1067022,101.2668966,775.647105,690.9825136,1548.206651,3233.01161,2791.144611,7101.475355,6112.043282,3800.969998,1389.64488,1027.254573,A minor,2031094.LOFI.mp3
5544.550528,553.7112375,2320.474456,366.6366662,91.56033236,853.7745286,160.3989679,906.769585,631.2790054,1872.194527,495.5381764,1797.484617,D minor,667508.LOFI.mp3
366.2906183,790.9919416,1015.483018,352.6051553,594.0819128,1061.779409,1484.291464,32772.14989,1382.576681,5621.934562,7132.618409,734.3372851,G minor,3629920.LOFI.mp3
1755.563836,3663.038198,4377.931769,1104.91607,3743.733932,973.5030643,349.1451489,2334.645402,382.2223783,2511.946363,181.8108279,946.4095216,E minor,511348.LOFI.mp3
5002.446579,1313.946617,439.8954148,680.9893553,3286.232862,10764.79696,2163.05375,1135.138728,3584.25983,2139.755364,3708.363264,8273.306099,F minor,4666231.LOFI.mp3
792.9930434,361.8891454,358.6238166,739.0450917,3941.192756,8347.227018,6066.604076,6233.485427,3712.385112,3347.307301,1706.609885,1420.765234,Ab minor,1776378.LOFI.mp3
1069.736722,2946.105836,645.0779285,217.8143596,892.1085129,1237.76521,11096.06056,2505.917429,2702.764958,2667.757211,603.3109351,1691.876578,Gb minor,4981539.LOFI.mp3
173.5278136,3157.75097,2344.529588,107.171131,166.5503922,148.3349571,4913.477835,1535.607961,2251.81963,2888.343853,152.344161,883.1653423,Gb minor,3395666.LOFI.mp3
108.594242,952.1721131,146.1187895,161.4023225,389.5866211,2002.761255,15045.61625,1476.39317,293.7790453,369.1016665,94.54968933,126.1447788,Gb minor,1763782.LOFI.mp3
134.9394765,1413.392983,35.87942434,1550.734001,195.5060731,41.09794667,194.2787804,426.565042,1128.616843,10748.0454,1275.992591,625.5581733,A minor,3178147.LOFI.mp3
320.0736623,495.8588709,1475.372966,3570.779378,1110.070266,1869.070276,5367.566813,9437.660527,2990.398668,358.1828747,1444.378242,525.8696872,Eb minor,3349967.LOFI.mp3
1781.77096,1164.337783,1967.50563,655.9007331,719.0661321,415.5451127,659.474289,1277.719871,3344.664389,1920.933718,2107.092662,1273.20113,E minor,208158.LOFI.mp3
902.4741919,2393.811647,1159.246605,4811.691999,485.7676397,112.2851746,105.7759008,215.3209392,339.4178185,788.068498,1522.987567,2738.069155,Eb minor,3478184.LOFI.mp3
1211.508454,1092.581751,958.0793263,1108.111086,1947.7171,3008.3001,488.1398483,831.9490455,1064.662008,3185.639766,1555.057486,2590.910825,F minor,376240.LOFI.mp3
3521.60776,1344.832778,473.3507961,2125.525178,800.706451,10774.42569,2626.655984,4455.654251,5254.401768,1603.193533,1986.492299,432.1663073,F minor,4104235.LOFI.mp3
3866.571052,6520.011084,1119.379843,1913.621224,2951.177066,1767.705888,3390.705494,776.9697273,3943.293723,3229.565351,674.911142,1148.665645,Db minor,3571314.LOFI.mp3
1435.316713,1737.107521,361.876638,2598.027776,959.0251421,4070.200825,2630.72517,6502.754916,4777.263903,1595.146645,3040.138562,586.2027935,F minor,4596347.LOFI.mp3
5874.441748,744.4380773,639.0468757,372.3507243,139.8944063,708.068209,4111.380473,5911.214672,7748.348044,4428.42295,4509.374544,2020.720479,C minor,3211603.LOFI.mp3
1104.946847,528.9287931,746.8138821,1368.184064,7129.574347,14358.31948,7858.042984,8906.021361,3299.959738,2194.586636,903.4718544,835.474555,F minor,4877006.LOFI.mp3
106.1442705,266.3235798,215.5009751,568.1081297,314.0214816,1233.417239,1470.360878,571.9602774,1628.570021,185.3002525,733.8292463,363.6999831,Ab minor,3822226.LOFI.mp3
1233.345892,502.0704018,893.9078163,910.2267793,829.2705057,5196.384392,2687.664533,1243.597802,3253.637903,2651.8927,77718.62474,1407.454526,Bb minor,1103512.LOFI.mp3
1713.630453,871.5043521,389.9574577,194.7486373,271.3629532,828.8359005,936.5377712,924.2603147,1634.946383,7269.113183,3577.56172,1499.832515,F minor,1681074.LOFI.mp3
2445.829299,6097.37959,12561.58809,6279.659401,23395.16775,3755.253017,5682.202425,1883.741935,1326.06796,1141.330881,718.6393656,667.3437518,E minor,5264038.LOFI.mp3
1077.815248,182.0028969,1022.292023,2362.62638,2193.515475,5460.808883,162.796851,2583.020022,1177.633785,997.2348052,213.7298465,159.7454777,F minor,4935536.LOFI.mp3
391.5408892,490.0720453,9864.966636,175.6287076,407.5272848,613.476535,50406.26707,10211.70446,29608.64539,3894.252352,2800.927786,17143.23791,Gb minor,5081990.LOFI.mp3
6493.884721,16086.56312,6822.985351,1240.921772,1574.029183,2349.855153,13952.96386,1442.868712,1726.201806,6911.099883,3391.599752,15722.89976,Gb minor,4657878.LOFI.mp3
3755.853684,553.4858801,224.24687,453.1074021,364.396114,952.2988344,1364.461246,1409.96099,142.412092,932.5308835,639.2945992,874.1181668,G minor,582991.LOFI.mp3
4049.427572,614.3235926,897.7478698,232.8016521,1280.345312,144.1998587,86.2096815,1487.429094,1487.250227,4245.882527,1096.856805,1518.377262,A minor,3958397.LOFI.mp3
2011.992633,907.1296164,559.0902537,148.1254354,141.6462559,84.02909763,167.2042356,468.3057951,167.4901234,472.2616999,332.0321108,1021.864022,A major,3958396.LOFI.mp3
2665.391311,279.2509037,1057.062483,796.2245995,599.544252,5213.879825,6162.391536,8934.10786,2551.395407,1524.781197,2781.232093,622.5657717,G minor,3093661.LOFI.mp3
233.0167779,4289.324197,275.692141,1135.532885,25258.62494,731.2487861,678.824115,1525.049626,3512.267169,3948.206751,407.5059822,2265.784416,Db minor,3367551.LOFI.mp3
168.7244919,390.6390356,85.29104562,1498.322621,1141.993861,127.6100612,1046.084123,1968.401662,4729.983052,2445.241651,2016.572892,1687.70527,Ab minor,3687442.LOFI.mp3
4858.534942,588.5626802,1952.522953,220.4737362,825.0183431,10846.87329,1370.320996,5151.175186,3816.824454,24504.0215,4604.782196,14987.56043,A minor,4609349.LOFI.mp3
666.7826728,269.1999911,988.0898668,6761.548928,6978.219996,1280.940445,690.0231854,810.4166686,605.9558698,1246.487764,126.9211396,1278.870158,E minor,678406.LOFI.mp3
10267.8614,535.2657536,1359.357473,316.1907485,227.5153781,1158.834448,4982.404951,15082.04616,2120.567501,3724.421804,1225.76564,4734.657175,C minor,3003894.LOFI.mp3
919.5824244,72.24231389,124.8261179,180.8416559,703.094659,3569.910752,896.4262257,2027.118291,1952.142332,1851.740557,483.6314555,222.4555678,F major,3638836.LOFI.mp3
12690.09047,1718.57278,1628.545415,2572.007876,2304.61394,10699.09338,1746.980677,1641.083084,1549.966697,1342.679786,1350.50355,3068.41956,C major,4995597.LOFI.mp3
220.5999598,5592.116249,1456.484319,6793.368592,804.5236576,4818.89464,860.5408142,352.2119614,382.3231826,382.0040542,484.2282865,50.60710736,Eb minor,2673251.LOFI.mp3
891.1559473,4793.210316,4924.500112,1048.589967,18400.12281,1385.580664,13588.02146,1043.824258,1478.145586,18413.67327,829.5869222,2695.303569,Gb minor,3590070.LOFI.mp3
2611.675398,7487.721406,3345.849468,754.0712983,447.1844542,640.1106798,402.866211,480.8291609,1080.980572,1623.030752,2127.049475,2410.121277,Db minor,4992190.LOFI.mp3
408.9520246,1444.510691,1004.208749,739.7519681,768.266649,788.9346157,6701.159242,11461.61815,15729.57554,3257.74101,4166.514594,1805.676297,G minor,4049579.LOFI.mp3
45.06558356,3633.215073,1539.438351,96.27511869,1665.838223,211.8845282,2829.94045,416.5194538,176.289161,2567.431601,51.03917719,3314.578626,Gb minor,5036476.LOFI.mp3
529.7329169,266.2696291,633.4200099,46.88869343,187.5692842,680.8679714,4295.671292,8072.212398,4419.545483,6960.503501,1564.444496,1378.422884,D minor,1353830.LOFI.mp3
132.7407994,842.2272566,248.9880161,170.0568371,662.2238654,165.8448937,160.635063,289.8513368,668.0530016,159.5191614,71.54269753,149.7504364,Db minor,1549964.LOFI.mp3
1461.331052,2301.252783,8671.010359,643.5074209,1650.893931,1927.066414,220.1545214,853.9296651,528.2622329,1339.853987,1294.060979,571.0480871,D minor,3274260.LOFI.mp3
486.1266372,217.0263491,67.84619633,37.83556161,145.547995,137.7458733,4429.550861,7728.867075,4257.210837,1423.972551,1564.569723,642.1777187,F minor,3400782.LOFI.mp3
278.962614,3.529353999,149.935138,207.4812996,576.6989043,268.8081219,417.865611,5015.8439,7787.894525,11398.89931,641.9610132,292.3073133,A minor,1575015.LOFI.mp3
902.7444791,2059.170124,1509.789732,2681.861945,2320.622798,1465.279304,937.9688737,5704.128067,2449.914001,850.8013152,659.5639011,2440.623666,E minor,3368117.LOFI.mp3
461.8609312,451.2504482,1401.617593,487.1859801,429.719354,632.2818142,6252.782884,4787.269246,7522.627431,5248.149513,3334.059538,1585.100132,G minor,4453556.LOFI.mp3
230.0330707,51.6742078,887.0757975,40.30169079,104.7853051,1003.899119,1431.558215,527.85571,422.1748498,442.5865956,204.1554711,200.4986306,D minor,4206954.LOFI.mp3
782.6183534,259.2293622,234.4611211,568.357441,580.7611533,1443.370209,71.62958881,110.0376515,162.2523422,254.4881121,602.0007991,380.3477546,F minor,3954191.LOFI.mp3
126.7257841,264.4891988,60.77129675,370.5927059,33.99912086,661.5322377,664.0381131,164.782785,1082.09015,121.9246388,2363.503235,47.27575217,Bb minor,4955428.LOFI.mp3
472.9208926,1269.757135,959.4130995,1866.307841,1642.963049,22631.45841,39688.56273,3579.047234,943.8124979,363.4988806,255.9192436,129.9576819,F minor,4758620.LOFI.mp3
706.816774,540.5771735,1688.937451,415.4254235,364.428194,758.6897442,2622.348459,3025.441644,3295.816892,1531.369323,865.1824083,699.5267288,G minor,3939148.LOFI.mp3
445.697504,219.2585263,202.3897758,217.8096197,352.7582634,186.6386113,723.3192974,427.1096628,877.1230793,759.0406782,1766.745161,2251.696201,E minor,3789116.LOFI.mp3
268.6924465,193.1556615,97.52096287,408.6044196,310.1680312,1131.170567,1133.384793,1350.082865,522.592552,1061.209842,1968.35275,2333.725476,Bb minor,3789117.LOFI.mp3
802.375794,396.5150435,429.4800644,1015.489328,6666.037744,2436.289323,3742.310503,9111.586897,3529.120148,2528.31381,950.8293945,10034.00577,E minor,1757071.LOFI.mp3
13432.27995,14260.94397,3549.885974,427.774743,193.6252349,176.6902983,1110.777123,1777.085792,1627.783789,437.4710731,624.9470706,3931.950458,D minor,1978917.LOFI.mp3
1103.099083,432.9224866,1048.284611,986.4898453,1222.258081,2998.697081,3550.569598,6800.91754,5707.046701,8064.757253,13407.39938,3074.425455,G minor,4661735.LOFI.mp3
526.255217,1608.471265,879.4849442,5042.17871,2202.980097,539.8017706,2589.568088,888.700507,2888.633422,2346.910735,3417.3758,6347.405963,Ab minor,4898445.LOFI.mp3
7923.217238,1574.685312,939.2094676,1114.050447,1738.485694,7947.931178,566.0965738,158.6024847,60.57826837,93.83648798,570.9714281,2989.763677,F minor,3997722.LOFI.mp3
604.3361197,583.1551706,739.1671024,101.0856448,271.0404007,679.6855856,3063.044008,1850.163721,2022.820587,3350.913241,1457.520942,1806.689558,G minor,3338963.LOFI.mp3
432.4814357,4113.440603,341.8930199,678.2216519,5215.19649,413.8324849,7080.833048,1232.396398,2705.164882,9527.12742,612.4579454,5809.443762,E major,814290.LOFI.mp3
1769.182126,879.0039353,275.9573455,399.6121244,1054.201428,412.5811563,5812.939213,4555.752932,1301.770055,565.9916393,580.3478528,528.3497472,B major,774871.LOFI.mp3
6264.772516,2152.923836,399.2782756,2010.334378,2233.939514,5911.624756,2428.11585,3049.702822,2702.642632,229.0143921,2255.32118,534.5550918,F minor,571009.LOFI.mp3
312.7484788,14.84058225,1173.799201,0.0574571526,581.3807395,33.06401081,143.7307011,1430.594072,652.7918363,161.7664688,233.9684685,226.9180113,C major,5015793.LOFI.mp3
2866.806522,116.0836764,953.6664865,566.5367219,5516.973284,18357.10847,9049.605403,5230.141878,4230.44542,2055.317533,619.5422743,1097.875109,C major,781995.LOFI.mp3
535.7889618,587.1682233,471.5991226,2728.748737,918.5973902,1565.34542,2441.432133,2248.910045,1008.787193,1017.242114,736.9865401,309.8041134,Eb minor,3992511.LOFI.mp3
1802.106836,2178.461052,316.8858302,4983.532676,349.9204695,3253.933692,310.4679087,1547.135793,1693.23106,196.1666673,449.2721072,147.3687291,F minor,3517044.LOFI.mp3
1058.880836,304.4849,10446.91206,347.4992278,16237.77851,259.8922928,151.1086708,194.7065205,756.484954,1953.295726,1165.412197,6267.889762,E minor,3641166.LOFI.mp3
897.366065,5925.018364,539.7476057,8025.28418,247.8323906,1973.34064,8201.097019,4321.469057,8998.964177,1433.25999,16320.55063,719.3793982,Bb minor,3535112.LOFI.mp3
4152.004976,7461.378435,5920.224954,3586.70375,2871.290471,3076.414596,3833.638287,6023.970009,2269.513381,4370.018781,3175.856605,7667.21874,B minor,3172588.LOFI.mp3
212.6898797,471.5369007,981.0373835,878.1856105,4574.317864,440.8878033,433.8183153,1134.156799,355.3437075,1578.678374,103.822008,1395.468061,B minor,4297635.LOFI.mp3
308.0123146,71.47871197,91.09204014,267.3490377,425.0893624,5939.630926,6685.665711,3415.32631,1708.324582,814.9646878,477.3276361,128.3405382,C minor,1682815.LOFI.mp3
3475.358282,3133.357287,451.8936602,290.074536,101.1983175,240.7008287,856.017539,11106.89103,5777.337447,1120.770883,654.3886283,698.4226177,C major,2760321.LOFI.mp3
